Center	Date	Year	Month	Week	Day	Weekday	Volume
Northeast	1/15/2015	2015	January	3	15	Thursday	59964
Northeast	1/16/2015	2015	January	3	16	Friday	81528
Northeast	1/17/2015	2015	January	3	17	Saturday	153753
Northeast	1/18/2015	2015	January	3	18	Sunday	91894
Northeast	1/19/2015	2015	January	3	19	Monday	70185
Northeast	1/20/2015	2015	January	3	20	Tuesday	138543
Northeast	1/21/2015	2015	January	3	21	Wednesday	50347
Northeast	1/22/2015	2015	January	4	22	Thursday	52981
Northeast	1/23/2015	2015	January	4	23	Friday	145737
Northeast	1/24/2015	2015	January	4	24	Saturday	157767
Northeast	1/25/2015	2015	January	4	25	Sunday	64984
Northeast	1/26/2015	2015	January	4	26	Monday	157291
Northeast	1/27/2015	2015	January	4	27	Tuesday	61410
Northeast	1/28/2015	2015	January	4	28	Wednesday	78860
Northeast	1/29/2015	2015	January	5	29	Thursday	132096
Northeast	1/30/2015	2015	January	5	30	Friday	93747
Northeast	1/31/2015	2015	January	5	31	Saturday	61915
Northeast	2/1/2015	2015	February	1	1	Sunday	65861
Northeast	2/2/2015	2015	February	1	2	Monday	44575
Northeast	2/3/2015	2015	February	1	3	Tuesday	99028
Northeast	2/4/2015	2015	February	1	4	Wednesday	68063
Northeast	2/5/2015	2015	February	1	5	Thursday	70949
Northeast	2/6/2015	2015	February	1	6	Friday	53346
Northeast	2/7/2015	2015	February	1	7	Saturday	112055
Northeast	2/8/2015	2015	February	2	8	Sunday	53035
Northeast	2/9/2015	2015	February	2	9	Monday	149365
Northeast	2/10/2015	2015	February	2	10	Tuesday	112027
Northeast	2/11/2015	2015	February	2	11	Wednesday	83754
Northeast	2/12/2015	2015	February	2	12	Thursday	44778
Northeast	2/13/2015	2015	February	2	13	Friday	87168
Northeast	2/14/2015	2015	February	2	14	Saturday	55624
Northeast	2/15/2015	2015	February	3	15	Sunday	79401
Northeast	2/16/2015	2015	February	3	16	Monday	76094
Northeast	2/17/2015	2015	February	3	17	Tuesday	39442
Northeast	2/18/2015	2015	February	3	18	Wednesday	56734
Northeast	2/19/2015	2015	February	3	19	Thursday	38625
Northeast	2/20/2015	2015	February	3	20	Friday	58053
Northeast	2/21/2015	2015	February	3	21	Saturday	22520
Northeast	2/22/2015	2015	February	4	22	Sunday	17273
Northeast	2/23/2015	2015	February	4	23	Monday	75807
Northeast	2/24/2015	2015	February	4	24	Tuesday	42834
Northeast	2/25/2015	2015	February	4	25	Wednesday	70888
Northeast	2/26/2015	2015	February	4	26	Thursday	23979
Northeast	2/27/2015	2015	February	4	27	Friday	55952
Northeast	2/28/2015	2015	February	4	28	Saturday	51222
Northeast	3/1/2015	2015	March	1	1	Sunday	79312
Northeast	3/2/2015	2015	March	1	2	Monday	54537
Northeast	3/3/2015	2015	March	1	3	Tuesday	54086
Northeast	3/4/2015	2015	March	1	4	Wednesday	34233
Northeast	3/5/2015	2015	March	1	5	Thursday	61158
Northeast	3/6/2015	2015	March	1	6	Friday	31078
Northeast	3/7/2015	2015	March	1	7	Saturday	74677
Northeast	3/8/2015	2015	March	2	8	Sunday	88990
Northeast	3/9/2015	2015	March	2	9	Monday	29455
Northeast	3/10/2015	2015	March	2	10	Tuesday	27090
Northeast	3/11/2015	2015	March	2	11	Wednesday	65488
Northeast	3/12/2015	2015	March	2	12	Thursday	36229
Northeast	3/13/2015	2015	March	2	13	Friday	26169
Northeast	3/14/2015	2015	March	2	14	Saturday	74165
Northeast	3/15/2015	2015	March	3	15	Sunday	38861
Northeast	3/16/2015	2015	March	3	16	Monday	81117
Northeast	3/17/2015	2015	March	3	17	Tuesday	34588
Northeast	3/18/2015	2015	March	3	18	Wednesday	51101
Northeast	3/19/2015	2015	March	3	19	Thursday	72497
Northeast	3/20/2015	2015	March	3	20	Friday	77049
Northeast	3/21/2015	2015	March	3	21	Saturday	45484
Northeast	3/22/2015	2015	March	4	22	Sunday	33907
Northeast	3/23/2015	2015	March	4	23	Monday	75131
Northeast	3/24/2015	2015	March	4	24	Tuesday	86776
Northeast	3/25/2015	2015	March	4	25	Wednesday	33206
Northeast	3/26/2015	2015	March	4	26	Thursday	69560
Northeast	3/27/2015	2015	March	4	27	Friday	38957
Northeast	3/28/2015	2015	March	4	28	Saturday	64874
Northeast	3/29/2015	2015	March	5	29	Sunday	88686
Northeast	3/30/2015	2015	March	5	30	Monday	19332
Northeast	3/31/2015	2015	March	5	31	Tuesday	57417
Northeast	4/1/2015	2015	April	1	1	Wednesday	29515
Northeast	4/2/2015	2015	April	1	2	Thursday	52729
Northeast	4/3/2015	2015	April	1	3	Friday	73051
Northeast	4/4/2015	2015	April	1	4	Saturday	21864
Northeast	4/5/2015	2015	April	1	5	Sunday	79486
Northeast	4/6/2015	2015	April	1	6	Monday	15367
Northeast	4/7/2015	2015	April	1	7	Tuesday	71184
Northeast	4/8/2015	2015	April	2	8	Wednesday	83912
Northeast	4/9/2015	2015	April	2	9	Thursday	88070
Northeast	4/10/2015	2015	April	2	10	Friday	61300
Northeast	4/11/2015	2015	April	2	11	Saturday	50535
Northeast	4/12/2015	2015	April	2	12	Sunday	25096
Northeast	4/13/2015	2015	April	2	13	Monday	70972
Northeast	4/14/2015	2015	April	2	14	Tuesday	48711
Northeast	4/15/2015	2015	April	3	15	Wednesday	44314
Northeast	4/16/2015	2015	April	3	16	Thursday	27248
Northeast	4/17/2015	2015	April	3	17	Friday	30487
Northeast	4/18/2015	2015	April	3	18	Saturday	37800
Northeast	4/19/2015	2015	April	3	19	Sunday	75135
Northeast	4/20/2015	2015	April	3	20	Monday	14628
Northeast	4/21/2015	2015	April	3	21	Tuesday	54824
Northeast	4/22/2015	2015	April	4	22	Wednesday	33886
Northeast	4/23/2015	2015	April	4	23	Thursday	31005
Northeast	4/24/2015	2015	April	4	24	Friday	52037
Northeast	4/25/2015	2015	April	4	25	Saturday	61017
Northeast	4/26/2015	2015	April	4	26	Sunday	77111
Northeast	4/27/2015	2015	April	4	27	Monday	51192
Northeast	4/28/2015	2015	April	4	28	Tuesday	21044
Northeast	4/29/2015	2015	April	5	29	Wednesday	87173
Northeast	4/30/2015	2015	April	5	30	Thursday	44721
Northeast	5/1/2015	2015	May	1	1	Friday	63836
Northeast	5/2/2015	2015	May	1	2	Saturday	23113
Northeast	5/3/2015	2015	May	1	3	Sunday	30811
Northeast	5/4/2015	2015	May	1	4	Monday	26214
Northeast	5/5/2015	2015	May	1	5	Tuesday	82327
Northeast	5/6/2015	2015	May	1	6	Wednesday	67541
Northeast	5/7/2015	2015	May	1	7	Thursday	87532
Northeast	5/8/2015	2015	May	2	8	Friday	30730
Northeast	5/9/2015	2015	May	2	9	Saturday	71540
Northeast	5/10/2015	2015	May	2	10	Sunday	15213
Northeast	5/11/2015	2015	May	2	11	Monday	67113
Northeast	5/12/2015	2015	May	2	12	Tuesday	50866
Northeast	5/13/2015	2015	May	2	13	Wednesday	36111
Northeast	5/14/2015	2015	May	2	14	Thursday	19750
Northeast	5/15/2015	2015	May	3	15	Friday	60537
Northeast	5/16/2015	2015	May	3	16	Saturday	48132
Northeast	5/17/2015	2015	May	3	17	Sunday	72274
Northeast	5/18/2015	2015	May	3	18	Monday	29435
Northeast	5/19/2015	2015	May	3	19	Tuesday	48356
Northeast	5/20/2015	2015	May	3	20	Wednesday	78244
Northeast	5/21/2015	2015	May	3	21	Thursday	63221
Northeast	5/22/2015	2015	May	4	22	Friday	43013
Northeast	5/23/2015	2015	May	4	23	Saturday	78588
Northeast	5/24/2015	2015	May	4	24	Sunday	35122
Northeast	5/25/2015	2015	May	4	25	Monday	18715
Northeast	5/26/2015	2015	May	4	26	Tuesday	14438
Northeast	5/27/2015	2015	May	4	27	Wednesday	55709
Northeast	5/28/2015	2015	May	4	28	Thursday	40002
Northeast	5/29/2015	2015	May	5	29	Friday	33854
Northeast	5/30/2015	2015	May	5	30	Saturday	68011
Northeast	5/31/2015	2015	May	5	31	Sunday	20696
Northeast	6/1/2015	2015	June	1	1	Monday	37957
Northeast	6/2/2015	2015	June	1	2	Tuesday	16488
Northeast	6/3/2015	2015	June	1	3	Wednesday	57565
Northeast	6/4/2015	2015	June	1	4	Thursday	71880
Northeast	6/5/2015	2015	June	1	5	Friday	69112
Northeast	6/6/2015	2015	June	1	6	Saturday	74762
Northeast	6/7/2015	2015	June	1	7	Sunday	63135
Northeast	6/8/2015	2015	June	2	8	Monday	59933
Northeast	6/9/2015	2015	June	2	9	Tuesday	77516
Northeast	6/10/2015	2015	June	2	10	Wednesday	47225
Northeast	6/11/2015	2015	June	2	11	Thursday	70375
Northeast	6/12/2015	2015	June	2	12	Friday	60954
Northeast	6/13/2015	2015	June	2	13	Saturday	40102
Northeast	6/14/2015	2015	June	2	14	Sunday	39770
Northeast	6/15/2015	2015	June	3	15	Monday	53774
Northeast	6/16/2015	2015	June	3	16	Tuesday	23985
Northeast	6/17/2015	2015	June	3	17	Wednesday	56859
Northeast	6/18/2015	2015	June	3	18	Thursday	81803
Northeast	6/19/2015	2015	June	3	19	Friday	27579
Northeast	6/20/2015	2015	June	3	20	Saturday	42567
Northeast	6/21/2015	2015	June	3	21	Sunday	75400
Northeast	6/22/2015	2015	June	4	22	Monday	81932
Northeast	6/23/2015	2015	June	4	23	Tuesday	60839
Northeast	6/24/2015	2015	June	4	24	Wednesday	24679
Northeast	6/25/2015	2015	June	4	25	Thursday	23105
Northeast	6/26/2015	2015	June	4	26	Friday	31401
Northeast	6/27/2015	2015	June	4	27	Saturday	38996
Northeast	6/28/2015	2015	June	4	28	Sunday	44515
Northeast	6/29/2015	2015	June	5	29	Monday	44689
Northeast	6/30/2015	2015	June	5	30	Tuesday	59619
Northeast	7/1/2015	2015	July	1	1	Wednesday	52612
Northeast	7/2/2015	2015	July	1	2	Thursday	41552
Northeast	7/3/2015	2015	July	1	3	Friday	71908
Northeast	7/4/2015	2015	July	1	4	Saturday	47143
Northeast	7/5/2015	2015	July	1	5	Sunday	57260
Northeast	7/6/2015	2015	July	1	6	Monday	70513
Northeast	7/7/2015	2015	July	1	7	Tuesday	42250
Northeast	7/8/2015	2015	July	2	8	Wednesday	59662
Northeast	7/9/2015	2015	July	2	9	Thursday	65921
Northeast	7/10/2015	2015	July	2	10	Friday	19145
Northeast	7/11/2015	2015	July	2	11	Saturday	23655
Northeast	7/12/2015	2015	July	2	12	Sunday	43335
Northeast	7/13/2015	2015	July	2	13	Monday	53689
Northeast	7/14/2015	2015	July	2	14	Tuesday	47254
Northeast	7/15/2015	2015	July	3	15	Wednesday	35374
Northeast	7/16/2015	2015	July	3	16	Thursday	56246
Northeast	7/17/2015	2015	July	3	17	Friday	65616
Northeast	7/18/2015	2015	July	3	18	Saturday	14069
Northeast	7/19/2015	2015	July	3	19	Sunday	66953
Northeast	7/20/2015	2015	July	3	20	Monday	21445
Northeast	7/21/2015	2015	July	3	21	Tuesday	30300
Northeast	7/22/2015	2015	July	4	22	Wednesday	45641
Northeast	7/23/2015	2015	July	4	23	Thursday	61281
Northeast	7/24/2015	2015	July	4	24	Friday	29636
Northeast	7/25/2015	2015	July	4	25	Saturday	84811
Northeast	7/26/2015	2015	July	4	26	Sunday	14420
Northeast	7/27/2015	2015	July	4	27	Monday	16492
Northeast	7/28/2015	2015	July	4	28	Tuesday	68519
Northeast	7/29/2015	2015	July	5	29	Wednesday	73321
Northeast	7/30/2015	2015	July	5	30	Thursday	75716
Northeast	7/31/2015	2015	July	5	31	Friday	51033
Northeast	8/1/2015	2015	August	1	1	Saturday	39871
Northeast	8/2/2015	2015	August	1	2	Sunday	22113
Northeast	8/3/2015	2015	August	1	3	Monday	31313
Northeast	8/4/2015	2015	August	1	4	Tuesday	41991
Northeast	8/5/2015	2015	August	1	5	Wednesday	73696
Northeast	8/6/2015	2015	August	1	6	Thursday	34183
Northeast	8/7/2015	2015	August	1	7	Friday	40413
Northeast	8/8/2015	2015	August	2	8	Saturday	17438
Northeast	8/9/2015	2015	August	2	9	Sunday	59127
Northeast	8/10/2015	2015	August	2	10	Monday	77369
Northeast	8/11/2015	2015	August	2	11	Tuesday	25093
Northeast	8/12/2015	2015	August	2	12	Wednesday	63047
Northeast	8/13/2015	2015	August	2	13	Thursday	84057
Northeast	8/14/2015	2015	August	2	14	Friday	50749
Northeast	8/15/2015	2015	August	3	15	Saturday	73542
Northeast	8/16/2015	2015	August	3	16	Sunday	65408
Northeast	8/17/2015	2015	August	3	17	Monday	43778
Northeast	8/18/2015	2015	August	3	18	Tuesday	19993
Northeast	8/19/2015	2015	August	3	19	Wednesday	40349
Northeast	8/20/2015	2015	August	3	20	Thursday	84846
Northeast	8/21/2015	2015	August	3	21	Friday	88373
Northeast	8/22/2015	2015	August	4	22	Saturday	88781
Northeast	8/23/2015	2015	August	4	23	Sunday	82254
Northeast	8/24/2015	2015	August	4	24	Monday	24312
Northeast	8/25/2015	2015	August	4	25	Tuesday	39361
Northeast	8/26/2015	2015	August	4	26	Wednesday	42630
Northeast	8/27/2015	2015	August	4	27	Thursday	52076
Northeast	8/28/2015	2015	August	4	28	Friday	69773
Northeast	8/29/2015	2015	August	5	29	Saturday	59603
Northeast	8/30/2015	2015	August	5	30	Sunday	69418
Northeast	8/31/2015	2015	August	5	31	Monday	17283
Northeast	9/1/2015	2015	September	1	1	Tuesday	32337
Northeast	9/2/2015	2015	September	1	2	Wednesday	82548
Northeast	9/3/2015	2015	September	1	3	Thursday	46334
Northeast	9/4/2015	2015	September	1	4	Friday	62545
Northeast	9/5/2015	2015	September	1	5	Saturday	77101
Northeast	9/6/2015	2015	September	1	6	Sunday	83856
Northeast	9/7/2015	2015	September	1	7	Monday	18221
Northeast	9/8/2015	2015	September	2	8	Tuesday	83529
Northeast	9/9/2015	2015	September	2	9	Wednesday	66947
Northeast	9/10/2015	2015	September	2	10	Thursday	43309
Northeast	9/11/2015	2015	September	2	11	Friday	64372
Northeast	9/12/2015	2015	September	2	12	Saturday	82685
Northeast	9/13/2015	2015	September	2	13	Sunday	67670
Northeast	9/14/2015	2015	September	2	14	Monday	32157
Northeast	9/15/2015	2015	September	3	15	Tuesday	53174
Northeast	9/16/2015	2015	September	3	16	Wednesday	44239
Northeast	9/17/2015	2015	September	3	17	Thursday	51543
Northeast	9/18/2015	2015	September	3	18	Friday	70670
Northeast	9/19/2015	2015	September	3	19	Saturday	26228
Northeast	9/20/2015	2015	September	3	20	Sunday	48482
Northeast	9/21/2015	2015	September	3	21	Monday	49550
Northeast	9/22/2015	2015	September	4	22	Tuesday	73697
Northeast	9/23/2015	2015	September	4	23	Wednesday	57640
Northeast	9/24/2015	2015	September	4	24	Thursday	73711
Northeast	9/25/2015	2015	September	4	25	Friday	68498
Northeast	9/26/2015	2015	September	4	26	Saturday	86361
Northeast	9/27/2015	2015	September	4	27	Sunday	75823
Northeast	9/28/2015	2015	September	4	28	Monday	63018
Northeast	9/29/2015	2015	September	5	29	Tuesday	27393
Northeast	9/30/2015	2015	September	5	30	Wednesday	50938
Northeast	10/1/2015	2015	October	1	1	Thursday	48176
Northeast	10/2/2015	2015	October	1	2	Friday	34425
Northeast	10/3/2015	2015	October	1	3	Saturday	53401
Northeast	10/4/2015	2015	October	1	4	Sunday	67674
Northeast	10/5/2015	2015	October	1	5	Monday	29055
Northeast	10/6/2015	2015	October	1	6	Tuesday	88548
Northeast	10/7/2015	2015	October	1	7	Wednesday	85129
Northeast	10/8/2015	2015	October	2	8	Thursday	85785
Northeast	10/9/2015	2015	October	2	9	Friday	43349
Northeast	10/10/2015	2015	October	2	10	Saturday	52682
Northeast	10/11/2015	2015	October	2	11	Sunday	87699
Northeast	10/12/2015	2015	October	2	12	Monday	60801
Northeast	10/13/2015	2015	October	2	13	Tuesday	88348
Northeast	10/14/2015	2015	October	2	14	Wednesday	46795
Northeast	10/15/2015	2015	October	3	15	Thursday	30474
Northeast	10/16/2015	2015	October	3	16	Friday	20387
Northeast	10/17/2015	2015	October	3	17	Saturday	62328
Northeast	10/18/2015	2015	October	3	18	Sunday	25116
Northeast	10/19/2015	2015	October	3	19	Monday	57820
Northeast	10/20/2015	2015	October	3	20	Tuesday	59397
Northeast	10/21/2015	2015	October	3	21	Wednesday	14966
Northeast	10/22/2015	2015	October	4	22	Thursday	53813
Northeast	10/23/2015	2015	October	4	23	Friday	49624
Northeast	10/24/2015	2015	October	4	24	Saturday	40186
Northeast	10/25/2015	2015	October	4	25	Sunday	26028
Northeast	10/26/2015	2015	October	4	26	Monday	43152
Northeast	10/27/2015	2015	October	4	27	Tuesday	49046
Northeast	10/28/2015	2015	October	4	28	Wednesday	44970
Northeast	10/29/2015	2015	October	5	29	Thursday	55016
Northeast	10/30/2015	2015	October	5	30	Friday	149946
Northeast	10/31/2015	2015	October	5	31	Saturday	81721
Northeast	11/1/2015	2015	November	1	1	Sunday	59484
Northeast	11/2/2015	2015	November	1	2	Monday	47773
Northeast	11/3/2015	2015	November	1	3	Tuesday	73767
Northeast	11/4/2015	2015	November	1	4	Wednesday	136320
Northeast	11/5/2015	2015	November	1	5	Thursday	99947
Northeast	11/6/2015	2015	November	1	6	Friday	131893
Northeast	11/7/2015	2015	November	1	7	Saturday	57152
Northeast	11/8/2015	2015	November	2	8	Sunday	91509
Northeast	11/9/2015	2015	November	2	9	Monday	84437
Northeast	11/10/2015	2015	November	2	10	Tuesday	81772
Northeast	11/11/2015	2015	November	2	11	Wednesday	89478
Northeast	11/12/2015	2015	November	2	12	Thursday	68319
Northeast	11/13/2015	2015	November	2	13	Friday	135691
Northeast	11/14/2015	2015	November	2	14	Saturday	94703
Northeast	11/15/2015	2015	November	3	15	Sunday	116569
Northeast	11/16/2015	2015	November	3	16	Monday	149814
Northeast	11/17/2015	2015	November	3	17	Tuesday	48006
Northeast	11/18/2015	2015	November	3	18	Wednesday	92688
Northeast	11/19/2015	2015	November	3	19	Thursday	79394
Northeast	11/20/2015	2015	November	3	20	Friday	141647
Northeast	11/21/2015	2015	November	3	21	Saturday	130428
Northeast	11/22/2015	2015	November	4	22	Sunday	152406
Northeast	11/23/2015	2015	November	4	23	Monday	59803
Northeast	11/24/2015	2015	November	4	24	Tuesday	100011
Northeast	11/25/2015	2015	November	4	25	Wednesday	99193
Northeast	11/26/2015	2015	November	4	26	Thursday	132298
Northeast	11/27/2015	2015	November	4	27	Friday	45544
Northeast	11/28/2015	2015	November	4	28	Saturday	113856
Northeast	11/29/2015	2015	November	5	29	Sunday	134829
Northeast	11/30/2015	2015	November	5	30	Monday	156431
Northeast	12/1/2015	2015	December	1	1	Tuesday	81958
Northeast	12/2/2015	2015	December	1	2	Wednesday	154492
Northeast	12/3/2015	2015	December	1	3	Thursday	132940
Northeast	12/4/2015	2015	December	1	4	Friday	153152
Northeast	12/5/2015	2015	December	1	5	Saturday	83040
Northeast	12/6/2015	2015	December	1	6	Sunday	159180
Northeast	12/7/2015	2015	December	1	7	Monday	55040
Northeast	12/8/2015	2015	December	2	8	Tuesday	150940
Northeast	12/9/2015	2015	December	2	9	Wednesday	128108
Northeast	12/10/2015	2015	December	2	10	Thursday	123420
Northeast	12/11/2015	2015	December	2	11	Friday	131438
Northeast	12/12/2015	2015	December	2	12	Saturday	157189
Northeast	12/13/2015	2015	December	2	13	Sunday	155183
Northeast	12/14/2015	2015	December	2	14	Monday	49795
Northeast	12/15/2015	2015	December	3	15	Tuesday	50098
Northeast	12/16/2015	2015	December	3	16	Wednesday	78928
Northeast	12/17/2015	2015	December	3	17	Thursday	47436
Northeast	12/18/2015	2015	December	3	18	Friday	68943
Northeast	12/19/2015	2015	December	3	19	Saturday	130143
Northeast	12/20/2015	2015	December	3	20	Sunday	64362
Northeast	12/21/2015	2015	December	3	21	Monday	158891
Northeast	12/22/2015	2015	December	4	22	Tuesday	150488
Northeast	12/23/2015	2015	December	4	23	Wednesday	145370
Northeast	12/24/2015	2015	December	4	24	Thursday	141627
Northeast	12/25/2015	2015	December	4	25	Friday	56416
Northeast	12/26/2015	2015	December	4	26	Saturday	86364
Northeast	12/27/2015	2015	December	4	27	Sunday	110080
Northeast	12/28/2015	2015	December	4	28	Monday	81847
Northeast	12/29/2015	2015	December	5	29	Tuesday	88839
Northeast	12/30/2015	2015	December	5	30	Wednesday	57704
Northeast	12/31/2015	2015	December	5	31	Thursday	93765
Northwest	1/1/2015	2015	January	1	1	Thursday	125860
Northwest	1/2/2015	2015	January	1	2	Friday	54547
Northwest	1/3/2015	2015	January	1	3	Saturday	70547
Northwest	1/4/2015	2015	January	1	4	Sunday	49399
Northwest	1/5/2015	2015	January	1	5	Monday	101475
Northwest	1/6/2015	2015	January	1	6	Tuesday	121639
Northwest	1/7/2015	2015	January	1	7	Wednesday	103295
Northwest	1/8/2015	2015	January	2	8	Thursday	139364
Northwest	1/9/2015	2015	January	2	9	Friday	105046
Northwest	1/10/2015	2015	January	2	10	Saturday	88632
Northwest	1/11/2015	2015	January	2	11	Sunday	136929
Northwest	1/12/2015	2015	January	2	12	Monday	58773
Northwest	1/13/2015	2015	January	2	13	Tuesday	124125
Northwest	1/14/2015	2015	January	2	14	Wednesday	61480
Northwest	1/15/2015	2015	January	3	15	Thursday	144183
Northwest	1/16/2015	2015	January	3	16	Friday	134208
Northwest	1/17/2015	2015	January	3	17	Saturday	157356
Northwest	1/18/2015	2015	January	3	18	Sunday	127983
Northwest	1/19/2015	2015	January	3	19	Monday	91652
Northwest	1/20/2015	2015	January	3	20	Tuesday	68644
Northwest	1/21/2015	2015	January	3	21	Wednesday	70215
Northwest	1/22/2015	2015	January	4	22	Thursday	84090
Northwest	1/23/2015	2015	January	4	23	Friday	69412
Northwest	1/24/2015	2015	January	4	24	Saturday	148208
Northwest	1/25/2015	2015	January	4	25	Sunday	92015
Northwest	1/26/2015	2015	January	4	26	Monday	97729
Northwest	1/27/2015	2015	January	4	27	Tuesday	111830
Northwest	1/28/2015	2015	January	4	28	Wednesday	94343
Northwest	1/29/2015	2015	January	5	29	Thursday	56055
Northwest	1/30/2015	2015	January	5	30	Friday	51666
Northwest	1/31/2015	2015	January	5	31	Saturday	144652
Northwest	2/1/2015	2015	February	1	1	Sunday	117382
Northwest	2/2/2015	2015	February	1	2	Monday	42594
Northwest	2/3/2015	2015	February	1	3	Tuesday	61933
Northwest	2/4/2015	2015	February	1	4	Wednesday	137238
Northwest	2/5/2015	2015	February	1	5	Thursday	130336
Northwest	2/6/2015	2015	February	1	6	Friday	74117
Northwest	2/7/2015	2015	February	1	7	Saturday	115350
Northwest	2/8/2015	2015	February	2	8	Sunday	83690
Northwest	2/9/2015	2015	February	2	9	Monday	144378
Northwest	2/10/2015	2015	February	2	10	Tuesday	133458
Northwest	2/11/2015	2015	February	2	11	Wednesday	150999
Northwest	2/12/2015	2015	February	2	12	Thursday	74473
Northwest	2/13/2015	2015	February	2	13	Friday	82725
Northwest	2/14/2015	2015	February	2	14	Saturday	69167
Northwest	2/15/2015	2015	February	3	15	Sunday	89462
Northwest	2/16/2015	2015	February	3	16	Monday	93847
Northwest	2/17/2015	2015	February	3	17	Tuesday	43063
Northwest	2/18/2015	2015	February	3	18	Wednesday	143148
Northwest	2/19/2015	2015	February	3	19	Thursday	76901
Northwest	2/20/2015	2015	February	3	20	Friday	109126
Northwest	2/21/2015	2015	February	3	21	Saturday	147585
Northwest	2/22/2015	2015	February	4	22	Sunday	124945
Northwest	2/23/2015	2015	February	4	23	Monday	113518
Northwest	2/24/2015	2015	February	4	24	Tuesday	56070
Northwest	2/25/2015	2015	February	4	25	Wednesday	39306
Northwest	2/26/2015	2015	February	4	26	Thursday	47006
Northwest	2/27/2015	2015	February	4	27	Friday	31990
Northwest	2/28/2015	2015	February	4	28	Saturday	20323
Northwest	3/1/2015	2015	March	1	1	Sunday	61130
Northwest	3/2/2015	2015	March	1	2	Monday	51411
Northwest	3/3/2015	2015	March	1	3	Tuesday	25903
Northwest	3/4/2015	2015	March	1	4	Wednesday	48405
Northwest	3/5/2015	2015	March	1	5	Thursday	88037
Northwest	3/6/2015	2015	March	1	6	Friday	57626
Northwest	3/7/2015	2015	March	1	7	Saturday	85419
Northwest	3/8/2015	2015	March	2	8	Sunday	36848
Northwest	3/9/2015	2015	March	2	9	Monday	75925
Northwest	3/10/2015	2015	March	2	10	Tuesday	64656
Northwest	3/11/2015	2015	March	2	11	Wednesday	34511
Northwest	3/12/2015	2015	March	2	12	Thursday	37466
Northwest	3/13/2015	2015	March	2	13	Friday	70038
Northwest	3/14/2015	2015	March	2	14	Saturday	82687
Northwest	3/15/2015	2015	March	3	15	Sunday	64977
Northwest	3/16/2015	2015	March	3	16	Monday	58163
Northwest	3/17/2015	2015	March	3	17	Tuesday	88578
Northwest	3/18/2015	2015	March	3	18	Wednesday	83571
Northwest	3/19/2015	2015	March	3	19	Thursday	64009
Northwest	3/20/2015	2015	March	3	20	Friday	85948
Northwest	3/21/2015	2015	March	3	21	Saturday	67550
Northwest	3/22/2015	2015	March	4	22	Sunday	83204
Northwest	3/23/2015	2015	March	4	23	Monday	47266
Northwest	3/24/2015	2015	March	4	24	Tuesday	61474
Northwest	3/25/2015	2015	March	4	25	Wednesday	56944
Northwest	3/26/2015	2015	March	4	26	Thursday	59214
Northwest	3/27/2015	2015	March	4	27	Friday	39693
Northwest	3/28/2015	2015	March	4	28	Saturday	82028
Northwest	3/29/2015	2015	March	5	29	Sunday	55792
Northwest	3/30/2015	2015	March	5	30	Monday	37675
Northwest	3/31/2015	2015	March	5	31	Tuesday	76156
Northwest	4/1/2015	2015	April	1	1	Wednesday	52457
Northwest	4/2/2015	2015	April	1	2	Thursday	88602
Northwest	4/3/2015	2015	April	1	3	Friday	42684
Northwest	4/4/2015	2015	April	1	4	Saturday	67731
Northwest	4/5/2015	2015	April	1	5	Sunday	24914
Northwest	4/6/2015	2015	April	1	6	Monday	59658
Northwest	4/7/2015	2015	April	1	7	Tuesday	20049
Northwest	4/8/2015	2015	April	2	8	Wednesday	53959
Northwest	4/9/2015	2015	April	2	9	Thursday	15595
Northwest	4/10/2015	2015	April	2	10	Friday	16603
Northwest	4/11/2015	2015	April	2	11	Saturday	51792
Northwest	4/12/2015	2015	April	2	12	Sunday	39036
Northwest	4/13/2015	2015	April	2	13	Monday	25967
Northwest	4/14/2015	2015	April	2	14	Tuesday	46616
Northwest	4/15/2015	2015	April	3	15	Wednesday	71811
Northwest	4/16/2015	2015	April	3	16	Thursday	29186
Northwest	4/17/2015	2015	April	3	17	Friday	14281
Northwest	4/18/2015	2015	April	3	18	Saturday	57788
Northwest	4/19/2015	2015	April	3	19	Sunday	20368
Northwest	4/20/2015	2015	April	3	20	Monday	66107
Northwest	4/21/2015	2015	April	3	21	Tuesday	58508
Northwest	4/22/2015	2015	April	4	22	Wednesday	44347
Northwest	4/23/2015	2015	April	4	23	Thursday	36749
Northwest	4/24/2015	2015	April	4	24	Friday	34519
Northwest	4/25/2015	2015	April	4	25	Saturday	38778
Northwest	4/26/2015	2015	April	4	26	Sunday	19083
Northwest	4/27/2015	2015	April	4	27	Monday	60351
Northwest	4/28/2015	2015	April	4	28	Tuesday	44621
Northwest	4/29/2015	2015	April	5	29	Wednesday	82120
Northwest	4/30/2015	2015	April	5	30	Thursday	63865
Northwest	5/1/2015	2015	May	1	1	Friday	32576
Northwest	5/2/2015	2015	May	1	2	Saturday	69913
Northwest	5/3/2015	2015	May	1	3	Sunday	35680
Northwest	5/4/2015	2015	May	1	4	Monday	39972
Northwest	5/5/2015	2015	May	1	5	Tuesday	76297
Northwest	5/6/2015	2015	May	1	6	Wednesday	73749
Northwest	5/7/2015	2015	May	1	7	Thursday	52207
Northwest	5/8/2015	2015	May	2	8	Friday	43959
Northwest	5/9/2015	2015	May	2	9	Saturday	30420
Northwest	5/10/2015	2015	May	2	10	Sunday	37531
